Machine= 5,Job= 5,Task= 12,Ant= 50,
K, Best, Bad , Average
2664,43.0,47.0,43.16,
2665,43.0,47.0,43.24,
2666,43.0,44.0,43.06,
2667,43.0,47.0,43.2,
2668,43.0,45.0,43.1,
2669,43.0,45.0,43.3,
2670,43.0,45.0,43.26,
2671,43.0,48.0,43.32,
2672,43.0,47.0,43.48,
2673,43.0,47.0,43.26,
2674,43.0,47.0,43.24,
2675,43.0,48.0,43.22,
2676,43.0,48.0,43.2,
2677,43.0,46.0,43.26,
2678,43.0,47.0,43.18,
2679,43.0,46.0,43.24,
2680,43.0,46.0,43.2,
2681,43.0,47.0,43.42,
2682,43.0,47.0,43.42,
2683,43.0,45.0,43.14,
2684,43.0,45.0,43.28,
2685,43.0,46.0,43.36,
2686,43.0,47.0,43.3,
2687,43.0,46.0,43.14,
2688,43.0,47.0,43.34,
2689,43.0,45.0,43.28,
2690,43.0,47.0,43.2,
2691,43.0,45.0,43.12,
2692,43.0,47.0,43.42,
2693,43.0,48.0,43.3,
2694,43.0,45.0,43.18,
2695,43.0,45.0,43.16,
2696,43.0,46.0,43.24,
2697,43.0,44.0,43.08,
2698,43.0,47.0,43.24,
2699,43.0,46.0,43.12,
2700,43.0,45.0,43.16,
2701,43.0,46.0,43.14,
2702,43.0,47.0,43.26,
2703,43.0,46.0,43.14,
2704,43.0,48.0,43.14,
2705,43.0,47.0,43.44,
2706,43.0,46.0,43.42,
2707,43.0,45.0,43.3,
2708,43.0,48.0,43.32,
2709,43.0,46.0,43.3,
2710,43.0,45.0,43.12,
2711,43.0,47.0,43.28,
2712,43.0,45.0,43.22,
2713,43.0,47.0,43.22,
2714,43.0,47.0,43.26,
2715,43.0,47.0,43.42,
2716,43.0,45.0,43.18,
2717,43.0,47.0,43.16,
2718,43.0,47.0,43.44,
2719,43.0,47.0,43.26,
2720,43.0,47.0,43.52,
2721,43.0,48.0,43.34,
2722,43.0,45.0,43.28,
2723,43.0,47.0,43.58,
2724,43.0,45.0,43.22,
2725,43.0,46.0,43.32,
2726,43.0,47.0,43.16,
2727,43.0,47.0,43.1,
2728,43.0,45.0,43.14,
2729,43.0,47.0,43.3,
2730,43.0,48.0,43.34,
2731,43.0,47.0,43.34,
2732,43.0,47.0,43.36,
2733,43.0,47.0,43.3,
2734,43.0,47.0,43.48,
2735,43.0,48.0,43.34,
2736,43.0,45.0,43.08,
2737,43.0,45.0,43.22,
2738,43.0,45.0,43.14,
2739,43.0,47.0,43.16,
2740,43.0,47.0,43.16,
2741,43.0,47.0,43.38,
2742,43.0,47.0,43.22,
2743,43.0,46.0,43.08,
2744,43.0,47.0,43.56,
2745,43.0,45.0,43.1,
2746,43.0,46.0,43.16,
2747,43.0,47.0,43.38,
2748,43.0,47.0,43.28,
2749,43.0,47.0,43.52,
2750,43.0,47.0,43.24,
2751,43.0,47.0,43.16,
2752,43.0,46.0,43.3,
2753,43.0,47.0,43.48,
2754,43.0,46.0,43.38,
2755,43.0,46.0,43.28,
2756,43.0,48.0,43.26,
2757,43.0,47.0,43.4,
2758,43.0,45.0,43.1,
2759,43.0,46.0,43.1,
2760,43.0,48.0,43.48,
2761,43.0,47.0,43.22,
2762,43.0,47.0,43.32,
2763,43.0,47.0,43.52,
2764,43.0,46.0,43.22,
2765,43.0,47.0,43.32,
2766,43.0,45.0,43.14,
2767,43.0,46.0,43.32,
2768,43.0,47.0,43.24,
2769,43.0,47.0,43.5,
2770,43.0,45.0,43.22,
2771,43.0,47.0,43.38,
2772,43.0,47.0,43.34,
2773,43.0,46.0,43.4,
2774,43.0,47.0,43.46,
2775,43.0,47.0,43.48,
2776,43.0,47.0,43.4,
2777,43.0,45.0,43.22,
2778,43.0,47.0,43.26,
2779,43.0,47.0,43.44,
2780,43.0,47.0,43.34,
2781,43.0,46.0,43.4,
2782,43.0,48.0,43.32,
2783,43.0,46.0,43.34,
2784,43.0,47.0,43.44,
2785,43.0,46.0,43.34,
2786,43.0,47.0,43.36,
2787,43.0,47.0,43.26,
2788,43.0,45.0,43.18,
2789,43.0,47.0,43.42,
2790,43.0,46.0,43.4,
2791,43.0,47.0,43.24,
2792,43.0,46.0,43.32,
2793,43.0,47.0,43.4,
2794,43.0,46.0,43.26,
2795,43.0,47.0,43.48,
2796,43.0,45.0,43.08,
2797,43.0,47.0,43.24,
2798,43.0,45.0,43.26,
2799,43.0,47.0,43.44,
2800,43.0,46.0,43.5,
2801,43.0,45.0,43.06,
2802,43.0,47.0,43.28,
2803,43.0,46.0,43.28,
2804,43.0,45.0,43.06,
2805,43.0,47.0,43.32,
2806,43.0,47.0,43.34,
2807,43.0,47.0,43.28,
2808,43.0,45.0,43.18,
2809,43.0,47.0,43.6,
2810,43.0,45.0,43.18,
2811,43.0,47.0,43.3,
2812,43.0,48.0,43.38,
2813,43.0,47.0,43.32,
2814,43.0,47.0,43.46,
2815,43.0,46.0,43.2,
2816,43.0,47.0,43.34,
2817,43.0,48.0,43.28,
2818,43.0,48.0,43.44,
2819,43.0,46.0,43.18,
2820,43.0,46.0,43.3,
2821,43.0,47.0,43.3,
2822,43.0,47.0,43.36,
2823,43.0,46.0,43.18,
2824,43.0,45.0,43.14,
2825,43.0,45.0,43.18,
2826,43.0,45.0,43.28,
2827,43.0,45.0,43.18,
2828,43.0,46.0,43.26,
2829,43.0,47.0,43.3,
2830,43.0,45.0,43.32,
2831,43.0,47.0,43.46,
2832,43.0,47.0,43.28,
2833,43.0,46.0,43.26,
2834,43.0,47.0,43.52,
2835,43.0,46.0,43.2,
2836,43.0,47.0,43.66,
2837,43.0,45.0,43.14,
2838,43.0,45.0,43.14,
2839,43.0,47.0,43.22,
2840,43.0,47.0,43.36,
2841,43.0,45.0,43.3,
2842,43.0,46.0,43.52,
2843,43.0,47.0,43.34,
2844,43.0,46.0,43.34,
2845,43.0,47.0,43.36,
2846,43.0,46.0,43.42,
2847,43.0,47.0,43.34,
2848,43.0,47.0,43.42,
2849,43.0,45.0,43.28,
2850,43.0,46.0,43.28,
2851,43.0,48.0,43.4,
2852,43.0,46.0,43.16,
2853,43.0,46.0,43.28,
2854,43.0,46.0,43.32,
2855,43.0,47.0,43.38,
2856,43.0,47.0,43.3,
2857,43.0,45.0,43.12,
2858,43.0,48.0,43.48,
2859,43.0,47.0,43.3,
2860,43.0,48.0,43.34,
2861,43.0,46.0,43.16,
2862,43.0,45.0,43.14,
2863,43.0,46.0,43.48,
2864,43.0,45.0,43.2,
2865,43.0,47.0,43.24,
2866,43.0,46.0,43.2,
2867,43.0,47.0,43.38,
2868,43.0,45.0,43.16,
2869,43.0,45.0,43.14,
2870,43.0,45.0,43.24,
2871,43.0,45.0,43.16,
2872,43.0,46.0,43.52,
2873,43.0,47.0,43.22,
2874,43.0,45.0,43.12,
2875,43.0,45.0,43.2,
2876,43.0,45.0,43.18,
2877,43.0,46.0,43.26,
2878,43.0,46.0,43.26,
2879,43.0,45.0,43.14,
2880,43.0,47.0,43.36,
2881,43.0,46.0,43.24,
2882,43.0,47.0,43.16,
2883,43.0,46.0,43.16,
2884,43.0,45.0,43.2,
2885,43.0,47.0,43.46,
2886,43.0,47.0,43.22,
2887,43.0,45.0,43.12,
2888,43.0,45.0,43.3,
2889,43.0,45.0,43.12,
2890,43.0,46.0,43.2,
2891,43.0,45.0,43.14,
2892,43.0,46.0,43.16,
2893,43.0,45.0,43.22,
2894,43.0,45.0,43.24,
2895,43.0,45.0,43.14,
2896,43.0,46.0,43.18,
2897,43.0,46.0,43.24,
2898,43.0,47.0,43.14,
2899,43.0,45.0,43.08,
2900,43.0,45.0,43.1,
2901,43.0,46.0,43.2,
2902,43.0,45.0,43.1,
2903,43.0,45.0,43.12,
2904,43.0,47.0,43.28,
2905,43.0,46.0,43.26,
2906,43.0,46.0,43.32,
2907,43.0,45.0,43.24,
2908,43.0,47.0,43.34,
2909,43.0,47.0,43.22,
2910,43.0,45.0,43.08,
2911,43.0,47.0,43.26,
2912,43.0,45.0,43.1,
2913,43.0,45.0,43.18,
2914,43.0,46.0,43.16,
2915,43.0,45.0,43.22,
2916,43.0,47.0,43.24,
2917,43.0,46.0,43.16,
2918,43.0,45.0,43.08,
2919,43.0,47.0,43.3,
2920,43.0,46.0,43.18,
2921,43.0,48.0,43.18,
2922,43.0,46.0,43.22,
2923,43.0,45.0,43.2,
2924,43.0,47.0,43.36,
2925,43.0,45.0,43.14,
2926,43.0,45.0,43.18,
2927,43.0,46.0,43.1,
2928,43.0,45.0,43.12,
2929,43.0,46.0,43.26,
2930,43.0,45.0,43.14,
2931,43.0,46.0,43.26,
2932,43.0,45.0,43.08,
2933,43.0,46.0,43.24,
2934,43.0,46.0,43.22,
2935,43.0,47.0,43.24,
2936,43.0,46.0,43.32,
2937,43.0,45.0,43.24,
2938,43.0,47.0,43.46,
2939,43.0,46.0,43.28,
2940,43.0,45.0,43.26,
2941,43.0,47.0,43.22,
2942,43.0,45.0,43.16,
2943,43.0,47.0,43.38,
2944,43.0,46.0,43.18,
2945,43.0,47.0,43.28,
2946,43.0,47.0,43.38,
2947,43.0,47.0,43.18,
2948,43.0,46.0,43.22,
2949,43.0,47.0,43.24,
2950,43.0,45.0,43.12,
2951,43.0,45.0,43.14,
2952,43.0,45.0,43.26,
2953,43.0,47.0,43.28,
2954,43.0,47.0,43.14,
2955,43.0,46.0,43.26,
2956,43.0,46.0,43.18,
2957,43.0,45.0,43.12,
2958,43.0,47.0,43.34,
2959,43.0,47.0,43.32,
2960,43.0,47.0,43.34,
2961,43.0,45.0,43.1,
2962,43.0,48.0,43.46,
2963,43.0,45.0,43.12,
2964,43.0,47.0,43.28,
2965,43.0,45.0,43.28,
2966,43.0,46.0,43.24,
2967,43.0,47.0,43.28,
2968,43.0,45.0,43.1,
2969,43.0,47.0,43.26,
2970,43.0,46.0,43.28,
2971,43.0,47.0,43.5,
2972,43.0,47.0,43.38,
2973,43.0,45.0,43.16,
2974,43.0,47.0,43.46,
2975,43.0,46.0,43.44,
2976,43.0,46.0,43.4,
2977,43.0,45.0,43.22,
2978,43.0,46.0,43.22,
2979,43.0,47.0,43.28,
2980,43.0,45.0,43.22,
2981,43.0,45.0,43.18,
2982,43.0,45.0,43.24,
2983,43.0,45.0,43.12,
2984,43.0,46.0,43.2,
2985,43.0,47.0,43.38,
2986,43.0,45.0,43.08,
2987,43.0,45.0,43.16,
2988,43.0,46.0,43.22,
2989,43.0,46.0,43.2,
2990,43.0,47.0,43.38,
2991,43.0,46.0,43.16,
2992,43.0,47.0,43.1,
2993,43.0,47.0,43.24,
2994,43.0,47.0,43.3,
2995,43.0,47.0,43.4,
2996,43.0,47.0,43.3,
2997,43.0,45.0,43.22,
2998,43.0,47.0,43.24,
2999,43.0,47.0,43.34,
3000,43.0,46.0,43.34,
3001,43.0,47.0,43.36,
3002,43.0,45.0,43.22,
3003,43.0,46.0,43.26,
3004,43.0,47.0,43.34,
3005,43.0,47.0,43.34,
3006,43.0,47.0,43.44,
3007,43.0,46.0,43.26,
3008,43.0,45.0,43.22,
3009,43.0,47.0,43.46,
3010,43.0,45.0,43.16,
3011,43.0,45.0,43.1,
3012,43.0,46.0,43.26,
3013,43.0,47.0,43.34,
3014,43.0,45.0,43.12,
3015,43.0,45.0,43.18,
3016,43.0,47.0,43.42,
3017,43.0,46.0,43.24,
3018,43.0,47.0,43.3,
3019,43.0,46.0,43.18,
3020,43.0,47.0,43.34,
3021,43.0,46.0,43.2,
3022,43.0,43.0,43.0,
3023,43.0,47.0,43.22,
3024,43.0,45.0,43.1,
3025,43.0,45.0,43.1,
3026,43.0,47.0,43.48,
3027,43.0,47.0,43.3,
3028,43.0,45.0,43.24,
3029,43.0,46.0,43.16,
3030,43.0,47.0,43.14,
3031,43.0,46.0,43.28,
3032,43.0,47.0,43.2,
3033,43.0,47.0,43.22,
3034,43.0,45.0,43.28,
3035,43.0,45.0,43.18,
3036,43.0,45.0,43.12,
3037,43.0,45.0,43.14,
3038,43.0,45.0,43.1,
3039,43.0,47.0,43.16,
3040,43.0,47.0,43.36,
3041,43.0,45.0,43.08,
3042,43.0,47.0,43.36,
3043,43.0,47.0,43.18,
3044,43.0,47.0,43.26,
3045,43.0,45.0,43.08,
3046,43.0,46.0,43.22,
3047,43.0,45.0,43.16,
3048,43.0,45.0,43.2,
3049,43.0,47.0,43.14,
3050,43.0,47.0,43.14,
3051,43.0,48.0,43.56,
3052,43.0,47.0,43.32,
3053,43.0,47.0,43.16,
3054,43.0,47.0,43.22,
3055,43.0,47.0,43.26,
3056,43.0,47.0,43.38,
3057,43.0,45.0,43.12,
3058,43.0,47.0,43.16,
3059,43.0,47.0,43.26,
3060,43.0,44.0,43.06,
3061,43.0,45.0,43.18,
3062,43.0,47.0,43.36,
3063,43.0,45.0,43.1,
3064,43.0,45.0,43.16,
3065,43.0,47.0,43.26,
3066,43.0,45.0,43.2,
3067,43.0,45.0,43.16,
3068,43.0,45.0,43.34,
3069,43.0,46.0,43.3,
3070,43.0,45.0,43.1,
3071,43.0,47.0,43.32,
3072,43.0,45.0,43.12,
3073,43.0,46.0,43.36,
3074,43.0,47.0,43.24,
3075,43.0,45.0,43.08,
3076,43.0,47.0,43.32,
3077,43.0,45.0,43.14,
3078,43.0,45.0,43.24,
3079,43.0,45.0,43.14,
3080,43.0,47.0,43.28,
3081,43.0,46.0,43.18,
3082,43.0,45.0,43.24,
3083,43.0,46.0,43.12,
3084,43.0,45.0,43.18,
3085,43.0,47.0,43.28,
3086,43.0,47.0,43.3,
3087,43.0,46.0,43.32,
3088,43.0,46.0,43.3,
3089,43.0,44.0,43.08,
3090,43.0,45.0,43.12,
3091,43.0,45.0,43.24,
3092,43.0,46.0,43.24,
3093,43.0,45.0,43.16,
3094,43.0,47.0,43.28,
3095,43.0,47.0,43.36,
3096,43.0,45.0,43.06,
3097,43.0,46.0,43.24,
3098,43.0,47.0,43.24,
3099,43.0,47.0,43.28,
3100,43.0,46.0,43.14,
3101,43.0,46.0,43.1,
3102,43.0,45.0,43.16,
3103,43.0,46.0,43.14,
3104,43.0,47.0,43.22,
3105,43.0,44.0,43.12,
3106,43.0,47.0,43.16,
3107,43.0,47.0,43.16,
3108,43.0,47.0,43.38,
3109,43.0,46.0,43.24,
3110,43.0,46.0,43.26,
3111,43.0,48.0,43.26,
3112,43.0,47.0,43.46,
3113,43.0,47.0,43.34,
3114,43.0,47.0,43.42,
3115,43.0,44.0,43.02,
3116,43.0,46.0,43.12,
3117,43.0,46.0,43.08,
3118,43.0,47.0,43.2,
3119,43.0,45.0,43.06,
3120,43.0,46.0,43.22,
3121,43.0,47.0,43.22,
3122,43.0,46.0,43.3,
3123,43.0,47.0,43.24,
3124,43.0,45.0,43.1,
3125,43.0,46.0,43.2,
3126,43.0,46.0,43.18,
3127,43.0,45.0,43.08,
3128,43.0,44.0,43.06,
3129,43.0,45.0,43.14,
3130,43.0,44.0,43.1,
3131,43.0,45.0,43.08,
3132,43.0,46.0,43.16,
3133,43.0,45.0,43.08,
3134,43.0,45.0,43.1,
3135,43.0,45.0,43.1,
3136,43.0,44.0,43.04,
3137,43.0,46.0,43.16,
3138,43.0,46.0,43.12,
3139,43.0,45.0,43.06,
3140,43.0,46.0,43.08,
3141,43.0,46.0,43.2,
3142,43.0,46.0,43.12,
3143,43.0,45.0,43.1,
3144,43.0,46.0,43.08,
3145,43.0,46.0,43.14,
3146,43.0,45.0,43.1,
3147,43.0,46.0,43.16,
3148,43.0,46.0,43.18,
3149,43.0,46.0,43.16,
3150,43.0,45.0,43.12,
3151,43.0,45.0,43.12,
3152,43.0,44.0,43.06,
3153,43.0,46.0,43.18,
3154,43.0,45.0,43.08,
3155,43.0,45.0,43.08,
3156,43.0,44.0,43.06,
3157,43.0,45.0,43.14,
3158,43.0,45.0,43.1,
3159,43.0,45.0,43.12,
3160,43.0,46.0,43.12,
3161,43.0,46.0,43.16,
3162,43.0,44.0,43.08,
3163,43.0,44.0,43.04,
3164,43.0,45.0,43.08,
3165,43.0,45.0,43.04,
3166,43.0,46.0,43.2,
3167,43.0,45.0,43.18,
3168,43.0,45.0,43.22,
3169,43.0,44.0,43.02,
3170,43.0,46.0,43.08,
3171,43.0,44.0,43.06,
3172,43.0,45.0,43.12,
3173,43.0,46.0,43.08,
3174,43.0,44.0,43.08,
3175,43.0,48.0,43.14,
3176,43.0,47.0,43.14,
3177,43.0,46.0,43.22,
3178,43.0,46.0,43.1,
3179,43.0,46.0,43.16,
3180,43.0,46.0,43.14,
3181,43.0,45.0,43.08,
3182,43.0,45.0,43.06,
3183,43.0,46.0,43.08,
3184,43.0,45.0,43.14,
3185,43.0,46.0,43.12,
3186,43.0,46.0,43.1,
3187,43.0,46.0,43.12,
3188,43.0,46.0,43.18,
3189,43.0,46.0,43.1,
3190,43.0,45.0,43.06,
3191,43.0,45.0,43.24,
3192,43.0,45.0,43.18,
3193,43.0,44.0,43.02,
3194,43.0,45.0,43.2,
3195,43.0,46.0,43.18,
3196,43.0,45.0,43.12,
3197,43.0,46.0,43.22,
3198,43.0,45.0,43.1,
3199,43.0,44.0,43.08,
3200,43.0,44.0,43.1,
3201,43.0,44.0,43.02,
3202,43.0,46.0,43.12,
3203,43.0,46.0,43.12,
3204,43.0,45.0,43.12,
3205,43.0,46.0,43.2,
3206,43.0,46.0,43.22,
3207,43.0,47.0,43.18,
3208,43.0,47.0,43.18,
3209,43.0,45.0,43.12,
3210,43.0,46.0,43.26,
3211,43.0,45.0,43.06,
3212,43.0,45.0,43.14,
3213,43.0,47.0,43.16,
3214,43.0,45.0,43.12,
3215,43.0,46.0,43.22,
3216,43.0,46.0,43.2,
3217,43.0,45.0,43.1,
3218,43.0,46.0,43.16,
3219,43.0,45.0,43.08,
3220,43.0,46.0,43.2,
3221,43.0,45.0,43.1,
3222,43.0,46.0,43.12,
3223,43.0,45.0,43.06,
3224,43.0,46.0,43.06,
3225,43.0,45.0,43.14,
3226,43.0,44.0,43.08,
3227,43.0,46.0,43.1,
3228,43.0,46.0,43.12,
3229,43.0,45.0,43.06,
3230,43.0,46.0,43.1,
3231,43.0,45.0,43.2,
3232,43.0,45.0,43.08,
3233,43.0,47.0,43.12,
3234,43.0,45.0,43.04,
3235,43.0,46.0,43.06,
3236,43.0,46.0,43.14,
3237,43.0,45.0,43.14,
3238,43.0,43.0,43.0,
3239,43.0,45.0,43.08,
3240,43.0,46.0,43.12,
3241,43.0,45.0,43.06,
3242,43.0,45.0,43.06,
3243,43.0,46.0,43.12,
3244,43.0,46.0,43.08,
3245,43.0,46.0,43.16,
3246,43.0,46.0,43.1,
3247,43.0,46.0,43.1,
3248,43.0,45.0,43.1,
3249,43.0,44.0,43.02,
3250,43.0,45.0,43.1,
3251,43.0,45.0,43.1,
3252,43.0,45.0,43.1,
3253,43.0,47.0,43.16,
3254,43.0,44.0,43.06,
3255,43.0,44.0,43.04,
3256,43.0,44.0,43.02,
3257,43.0,47.0,43.12,
3258,43.0,46.0,43.16,
3259,43.0,44.0,43.02,
3260,43.0,46.0,43.18,
3261,43.0,43.0,43.0,
3262,43.0,45.0,43.12,
3263,43.0,44.0,43.02,
3264,43.0,44.0,43.04,
3265,43.0,46.0,43.08,
3266,43.0,44.0,43.02,
3267,43.0,43.0,43.0,
3268,43.0,43.0,43.0,
3269,43.0,44.0,43.02,
3270,43.0,45.0,43.12,
3271,43.0,45.0,43.06,
3272,43.0,44.0,43.06,
3273,43.0,44.0,43.02,
3274,43.0,44.0,43.04,
3275,43.0,45.0,43.1,
3276,43.0,46.0,43.1,
3277,43.0,46.0,43.12,
3278,43.0,44.0,43.04,
3279,43.0,46.0,43.1,
3280,43.0,44.0,43.02,
3281,43.0,44.0,43.04,
3282,43.0,43.0,43.0,
3283,43.0,44.0,43.08,
3284,43.0,43.0,43.0,
3285,43.0,46.0,43.2,
3286,43.0,46.0,43.14,
3287,43.0,45.0,43.04,
3288,43.0,46.0,43.1,
3289,43.0,44.0,43.02,
3290,43.0,44.0,43.06,
3291,43.0,44.0,43.04,
3292,43.0,46.0,43.2,
3293,43.0,45.0,43.08,
3294,43.0,46.0,43.14,
3295,43.0,45.0,43.06,
3296,43.0,44.0,43.08,
3297,43.0,46.0,43.16,
3298,43.0,45.0,43.06,
3299,43.0,45.0,43.1,
3300,43.0,45.0,43.12,
3301,43.0,44.0,43.04,
3302,43.0,45.0,43.04,
3303,43.0,46.0,43.14,
3304,43.0,44.0,43.04,
3305,43.0,46.0,43.08,
3306,43.0,44.0,43.06,
3307,43.0,44.0,43.04,
3308,43.0,46.0,43.06,
3309,43.0,45.0,43.16,
3310,43.0,44.0,43.04,
3311,43.0,46.0,43.16,
3312,43.0,43.0,43.0,
3313,43.0,47.0,43.12,
3314,43.0,44.0,43.04,
3315,43.0,46.0,43.12,
3316,43.0,46.0,43.14,
3317,43.0,46.0,43.12,
3318,43.0,46.0,43.1,
3319,43.0,44.0,43.06,
3320,43.0,44.0,43.06,
3321,43.0,46.0,43.1,
3322,43.0,46.0,43.1,
3323,43.0,46.0,43.14,
3324,43.0,45.0,43.06,
3325,43.0,46.0,43.06,
3326,43.0,44.0,43.06,
3327,43.0,44.0,43.02,
3328,43.0,45.0,43.06,
3329,43.0,44.0,43.02,
3330,43.0,43.0,43.0,
3331,43.0,45.0,43.12,
3332,43.0,46.0,43.1,
3333,43.0,45.0,43.04,
3334,43.0,44.0,43.02,
3335,43.0,45.0,43.04,
3336,43.0,46.0,43.1,
3337,43.0,44.0,43.06,
3338,43.0,46.0,43.16,
3339,43.0,44.0,43.02,
3340,43.0,46.0,43.06,
3341,43.0,44.0,43.04,
3342,43.0,45.0,43.16,
3343,43.0,46.0,43.12,
3344,43.0,44.0,43.02,
3345,43.0,46.0,43.12,
3346,43.0,45.0,43.1,
3347,43.0,46.0,43.08,
3348,43.0,46.0,43.08,
3349,43.0,46.0,43.16,
3350,43.0,43.0,43.0,
3351,43.0,44.0,43.02,
3352,43.0,46.0,43.08,
3353,43.0,46.0,43.12,
3354,43.0,44.0,43.04,
3355,43.0,43.0,43.0,
3356,43.0,45.0,43.1,
3357,43.0,44.0,43.06,
3358,43.0,44.0,43.06,
3359,43.0,44.0,43.06,
3360,43.0,46.0,43.22,
3361,43.0,46.0,43.1,
3362,43.0,44.0,43.02,
3363,43.0,45.0,43.12,
3364,43.0,45.0,43.08,
3365,43.0,44.0,43.1,
3366,43.0,44.0,43.08,
3367,43.0,45.0,43.06,
3368,43.0,46.0,43.14,
3369,43.0,44.0,43.06,
3370,43.0,44.0,43.08,
3371,43.0,44.0,43.06,
3372,43.0,45.0,43.1,
3373,43.0,44.0,43.06,
3374,43.0,44.0,43.02,
3375,43.0,44.0,43.08,
3376,43.0,46.0,43.12,
3377,43.0,44.0,43.02,
3378,43.0,44.0,43.1,
3379,43.0,46.0,43.14,
3380,43.0,44.0,43.02,
3381,43.0,45.0,43.06,
3382,43.0,45.0,43.1,
3383,43.0,44.0,43.02,
3384,43.0,46.0,43.06,
3385,43.0,46.0,43.2,
3386,43.0,45.0,43.08,
3387,43.0,43.0,43.0,
3388,43.0,43.0,43.0,
3389,43.0,44.0,43.02,
3390,43.0,43.0,43.0,
3391,43.0,43.0,43.0,
3392,43.0,44.0,43.02,
3393,43.0,47.0,43.16,
3394,43.0,44.0,43.02,
3395,43.0,45.0,43.12,
3396,43.0,46.0,43.1,
3397,43.0,44.0,43.02,
3398,43.0,44.0,43.02,
3399,43.0,46.0,43.08,
3400,43.0,45.0,43.08,
3401,43.0,45.0,43.04,
3402,43.0,46.0,43.12,
3403,43.0,44.0,43.02,
3404,43.0,44.0,43.04,
3405,43.0,43.0,43.0,
3406,43.0,44.0,43.04,
3407,43.0,44.0,43.02,
3408,43.0,44.0,43.02,
3409,43.0,46.0,43.06,
3410,43.0,44.0,43.02,
3411,43.0,44.0,43.06,
3412,43.0,44.0,43.04,
3413,43.0,46.0,43.22,
3414,43.0,45.0,43.08,
3415,43.0,44.0,43.04,
3416,43.0,46.0,43.12,
3417,43.0,46.0,43.16,
3418,43.0,46.0,43.1,
3419,43.0,44.0,43.02,
3420,43.0,46.0,43.1,
3421,43.0,43.0,43.0,
3422,43.0,46.0,43.12,
3423,43.0,44.0,43.06,
3424,43.0,44.0,43.06,
3425,43.0,46.0,43.16,
3426,43.0,46.0,43.12,
3427,43.0,44.0,43.02,
3428,43.0,44.0,43.04,
3429,43.0,44.0,43.04,
3430,43.0,44.0,43.02,
3431,43.0,44.0,43.08,
3432,43.0,46.0,43.08,
3433,43.0,43.0,43.0,
3434,43.0,44.0,43.02,
3435,43.0,45.0,43.08,
3436,43.0,44.0,43.02,
3437,43.0,44.0,43.04,
3438,43.0,44.0,43.02,
3439,43.0,45.0,43.06,
3440,43.0,45.0,43.06,
3441,43.0,43.0,43.0,
3442,43.0,45.0,43.06,
3443,43.0,44.0,43.02,
3444,43.0,43.0,43.0,
3445,43.0,45.0,43.04,
3446,43.0,46.0,43.12,
3447,43.0,43.0,43.0,
3448,43.0,44.0,43.06,
3449,43.0,44.0,43.06,
3450,43.0,44.0,43.02,
3451,43.0,43.0,43.0,
3452,43.0,44.0,43.04,
3453,43.0,44.0,43.02,
3454,43.0,46.0,43.12,
3455,43.0,44.0,43.02,
3456,43.0,43.0,43.0,
3457,43.0,45.0,43.1,
3458,43.0,44.0,43.08,
3459,43.0,44.0,43.08,
3460,43.0,45.0,43.1,
3461,43.0,43.0,43.0,
3462,43.0,45.0,43.1,
3463,43.0,44.0,43.02,
3464,43.0,44.0,43.08,
3465,43.0,44.0,43.02,
3466,43.0,46.0,43.1,
3467,43.0,44.0,43.04,
3468,43.0,44.0,43.02,
3469,43.0,46.0,43.1,
3470,43.0,44.0,43.02,
3471,43.0,47.0,43.12,
3472,43.0,44.0,43.04,
3473,43.0,45.0,43.04,
3474,43.0,44.0,43.06,
3475,43.0,44.0,43.02,
3476,43.0,44.0,43.02,
3477,43.0,46.0,43.12,
3478,43.0,44.0,43.04,
3479,43.0,44.0,43.04,
3480,43.0,44.0,43.02,
3481,43.0,44.0,43.02,
3482,43.0,46.0,43.08,
3483,43.0,44.0,43.02,
3484,43.0,45.0,43.04,
3485,43.0,43.0,43.0,
3486,43.0,43.0,43.0,
3487,43.0,45.0,43.06,
3488,43.0,44.0,43.06,
3489,43.0,44.0,43.02,
3490,43.0,44.0,43.1,
3491,43.0,44.0,43.02,
3492,43.0,43.0,43.0,
3493,43.0,45.0,43.06,
3494,43.0,46.0,43.14,
3495,43.0,44.0,43.08,
3496,43.0,44.0,43.06,
3497,43.0,44.0,43.04,
3498,43.0,44.0,43.02,
3499,43.0,43.0,43.0,
3500,43.0,43.0,43.0,
3501,43.0,45.0,43.1,
3502,43.0,47.0,43.12,
3503,43.0,44.0,43.06,
3504,43.0,44.0,43.04,
3505,43.0,47.0,43.12,
3506,43.0,44.0,43.02,
3507,43.0,44.0,43.04,
3508,43.0,44.0,43.04,
3509,43.0,45.0,43.08,
3510,43.0,44.0,43.04,
3511,43.0,44.0,43.04,
3512,43.0,45.0,43.16,
3513,43.0,46.0,43.06,
3514,43.0,46.0,43.1,
3515,43.0,43.0,43.0,
3516,43.0,46.0,43.12,
3517,43.0,44.0,43.08,
3518,43.0,46.0,43.08,
3519,43.0,44.0,43.04,
3520,43.0,46.0,43.06,
3521,43.0,44.0,43.04,
3522,43.0,44.0,43.02,
3523,43.0,44.0,43.02,
3524,43.0,44.0,43.02,
3525,43.0,46.0,43.08,
3526,43.0,44.0,43.04,
3527,43.0,44.0,43.04,
3528,43.0,43.0,43.0,
3529,43.0,45.0,43.06,
3530,43.0,44.0,43.04,
3531,43.0,44.0,43.02,
3532,43.0,44.0,43.02,
3533,43.0,44.0,43.04,
3534,43.0,45.0,43.12,
3535,43.0,47.0,43.08,
