Machine= 5,Job= 5,Task= 12,Ant= 50,
K, Best, Bad , Average
5280,43.0,43.0,43.0,
5281,43.0,43.0,43.0,
5282,43.0,43.0,43.0,
5283,43.0,43.0,43.0,
5284,43.0,43.0,43.0,
5285,43.0,43.0,43.0,
5286,43.0,43.0,43.0,
5287,43.0,43.0,43.0,
5288,43.0,43.0,43.0,
5289,43.0,43.0,43.0,
5290,43.0,43.0,43.0,
5291,43.0,43.0,43.0,
5292,43.0,43.0,43.0,
5293,43.0,43.0,43.0,
5294,43.0,43.0,43.0,
5295,43.0,43.0,43.0,
5296,43.0,43.0,43.0,
5297,43.0,43.0,43.0,
5298,43.0,43.0,43.0,
5299,43.0,43.0,43.0,
5300,43.0,43.0,43.0,
5301,43.0,43.0,43.0,
5302,43.0,43.0,43.0,
5303,43.0,43.0,43.0,
5304,43.0,43.0,43.0,
5305,43.0,43.0,43.0,
5306,43.0,43.0,43.0,
5307,43.0,43.0,43.0,
5308,43.0,43.0,43.0,
5309,43.0,43.0,43.0,
5310,43.0,43.0,43.0,
5311,43.0,43.0,43.0,
5312,43.0,43.0,43.0,
5313,43.0,43.0,43.0,
5314,43.0,43.0,43.0,
5315,43.0,43.0,43.0,
5316,43.0,43.0,43.0,
5317,43.0,43.0,43.0,
5318,43.0,43.0,43.0,
5319,43.0,43.0,43.0,
5320,43.0,43.0,43.0,
5321,43.0,43.0,43.0,
5322,43.0,43.0,43.0,
5323,43.0,43.0,43.0,
5324,43.0,43.0,43.0,
5325,43.0,43.0,43.0,
5326,43.0,43.0,43.0,
5327,43.0,43.0,43.0,
5328,43.0,43.0,43.0,
5329,43.0,43.0,43.0,
5330,43.0,43.0,43.0,
5331,43.0,43.0,43.0,
5332,43.0,43.0,43.0,
5333,43.0,43.0,43.0,
5334,43.0,43.0,43.0,
5335,43.0,43.0,43.0,
5336,43.0,43.0,43.0,
5337,43.0,43.0,43.0,
5338,43.0,43.0,43.0,
5339,43.0,43.0,43.0,
5340,43.0,43.0,43.0,
5341,43.0,43.0,43.0,
5342,43.0,43.0,43.0,
5343,43.0,43.0,43.0,
5344,43.0,43.0,43.0,
5345,43.0,43.0,43.0,
5346,43.0,43.0,43.0,
5347,43.0,43.0,43.0,
5348,43.0,43.0,43.0,
5349,43.0,43.0,43.0,
5350,43.0,43.0,43.0,
5351,43.0,43.0,43.0,
5352,43.0,43.0,43.0,
5353,43.0,43.0,43.0,
5354,43.0,43.0,43.0,
5355,43.0,43.0,43.0,
5356,43.0,43.0,43.0,
5357,43.0,43.0,43.0,
5358,43.0,43.0,43.0,
5359,43.0,43.0,43.0,
5360,43.0,43.0,43.0,
5361,43.0,43.0,43.0,
5362,43.0,43.0,43.0,
5363,43.0,43.0,43.0,
5364,43.0,43.0,43.0,
5365,43.0,43.0,43.0,
5366,43.0,43.0,43.0,
5367,43.0,43.0,43.0,
5368,43.0,43.0,43.0,
5369,43.0,43.0,43.0,
5370,43.0,43.0,43.0,
5371,43.0,43.0,43.0,
5372,43.0,43.0,43.0,
5373,43.0,43.0,43.0,
5374,43.0,43.0,43.0,
5375,43.0,43.0,43.0,
5376,43.0,43.0,43.0,
5377,43.0,43.0,43.0,
5378,43.0,43.0,43.0,
5379,43.0,43.0,43.0,
5380,43.0,43.0,43.0,
5381,43.0,43.0,43.0,
5382,43.0,43.0,43.0,
5383,43.0,43.0,43.0,
5384,43.0,43.0,43.0,
5385,43.0,43.0,43.0,
5386,43.0,43.0,43.0,
5387,43.0,43.0,43.0,
5388,43.0,43.0,43.0,
5389,43.0,43.0,43.0,
5390,43.0,43.0,43.0,
5391,43.0,43.0,43.0,
5392,43.0,43.0,43.0,
5393,43.0,43.0,43.0,
5394,43.0,43.0,43.0,
5395,43.0,43.0,43.0,
5396,43.0,43.0,43.0,
5397,43.0,43.0,43.0,
5398,43.0,43.0,43.0,
5399,43.0,43.0,43.0,
5400,43.0,43.0,43.0,
5401,43.0,43.0,43.0,
5402,43.0,43.0,43.0,
5403,43.0,43.0,43.0,
5404,43.0,43.0,43.0,
5405,43.0,43.0,43.0,
5406,43.0,43.0,43.0,
5407,43.0,43.0,43.0,
5408,43.0,43.0,43.0,
5409,43.0,43.0,43.0,
5410,43.0,43.0,43.0,
5411,43.0,43.0,43.0,
5412,43.0,43.0,43.0,
5413,43.0,43.0,43.0,
5414,43.0,43.0,43.0,
5415,43.0,43.0,43.0,
5416,43.0,43.0,43.0,
5417,43.0,43.0,43.0,
5418,43.0,43.0,43.0,
5419,43.0,43.0,43.0,
5420,43.0,43.0,43.0,
5421,43.0,43.0,43.0,
5422,43.0,43.0,43.0,
5423,43.0,43.0,43.0,
5424,43.0,43.0,43.0,
5425,43.0,43.0,43.0,
5426,43.0,43.0,43.0,
5427,43.0,43.0,43.0,
5428,43.0,43.0,43.0,
5429,43.0,43.0,43.0,
5430,43.0,43.0,43.0,
5431,43.0,43.0,43.0,
5432,43.0,43.0,43.0,
5433,43.0,43.0,43.0,
5434,43.0,43.0,43.0,
5435,43.0,43.0,43.0,
5436,43.0,43.0,43.0,
5437,43.0,43.0,43.0,
5438,43.0,43.0,43.0,
5439,43.0,43.0,43.0,
5440,43.0,43.0,43.0,
5441,43.0,43.0,43.0,
5442,43.0,43.0,43.0,
5443,43.0,43.0,43.0,
5444,43.0,43.0,43.0,
5445,43.0,43.0,43.0,
5446,43.0,43.0,43.0,
5447,43.0,43.0,43.0,
5448,43.0,43.0,43.0,
5449,43.0,43.0,43.0,
5450,43.0,43.0,43.0,
5451,43.0,43.0,43.0,
5452,43.0,43.0,43.0,
5453,43.0,43.0,43.0,
5454,43.0,43.0,43.0,
5455,43.0,43.0,43.0,
5456,43.0,43.0,43.0,
5457,43.0,43.0,43.0,
5458,43.0,43.0,43.0,
5459,43.0,43.0,43.0,
5460,43.0,43.0,43.0,
5461,43.0,43.0,43.0,
5462,43.0,43.0,43.0,
5463,43.0,43.0,43.0,
5464,43.0,43.0,43.0,
5465,43.0,43.0,43.0,
5466,43.0,43.0,43.0,
5467,43.0,43.0,43.0,
5468,43.0,43.0,43.0,
5469,43.0,43.0,43.0,
5470,43.0,43.0,43.0,
5471,43.0,43.0,43.0,
5472,43.0,43.0,43.0,
5473,43.0,43.0,43.0,
5474,43.0,43.0,43.0,
5475,43.0,43.0,43.0,
5476,43.0,43.0,43.0,
5477,43.0,43.0,43.0,
5478,43.0,43.0,43.0,
5479,43.0,43.0,43.0,
5480,43.0,43.0,43.0,
5481,43.0,43.0,43.0,
5482,43.0,43.0,43.0,
5483,43.0,43.0,43.0,
5484,43.0,43.0,43.0,
5485,43.0,43.0,43.0,
5486,43.0,43.0,43.0,
5487,43.0,43.0,43.0,
5488,43.0,43.0,43.0,
5489,43.0,43.0,43.0,
5490,43.0,43.0,43.0,
5491,43.0,43.0,43.0,
5492,43.0,43.0,43.0,
5493,43.0,43.0,43.0,
5494,43.0,43.0,43.0,
5495,43.0,43.0,43.0,
5496,43.0,43.0,43.0,
5497,43.0,43.0,43.0,
5498,43.0,43.0,43.0,
5499,43.0,43.0,43.0,
5500,43.0,43.0,43.0,
5501,43.0,43.0,43.0,
5502,43.0,43.0,43.0,
5503,43.0,43.0,43.0,
5504,43.0,43.0,43.0,
5505,43.0,43.0,43.0,
5506,43.0,43.0,43.0,
5507,43.0,43.0,43.0,
5508,43.0,43.0,43.0,
5509,43.0,43.0,43.0,
5510,43.0,43.0,43.0,
5511,43.0,43.0,43.0,
5512,43.0,43.0,43.0,
5513,43.0,43.0,43.0,
5514,43.0,43.0,43.0,
5515,43.0,43.0,43.0,
5516,43.0,43.0,43.0,
5517,43.0,43.0,43.0,
5518,43.0,43.0,43.0,
5519,43.0,43.0,43.0,
5520,43.0,43.0,43.0,
5521,43.0,43.0,43.0,
5522,43.0,43.0,43.0,
5523,43.0,43.0,43.0,
5524,43.0,43.0,43.0,
5525,43.0,43.0,43.0,
5526,43.0,43.0,43.0,
5527,43.0,43.0,43.0,
5528,43.0,43.0,43.0,
5529,43.0,43.0,43.0,
5530,43.0,43.0,43.0,
5531,43.0,43.0,43.0,
5532,43.0,43.0,43.0,
5533,43.0,43.0,43.0,
5534,43.0,43.0,43.0,
5535,43.0,43.0,43.0,
5536,43.0,43.0,43.0,
5537,43.0,43.0,43.0,
5538,43.0,43.0,43.0,
5539,43.0,43.0,43.0,
5540,43.0,43.0,43.0,
5541,43.0,43.0,43.0,
5542,43.0,43.0,43.0,
5543,43.0,43.0,43.0,
5544,43.0,43.0,43.0,
5545,43.0,43.0,43.0,
5546,43.0,43.0,43.0,
5547,43.0,43.0,43.0,
5548,43.0,43.0,43.0,
5549,43.0,43.0,43.0,
5550,43.0,43.0,43.0,
5551,43.0,43.0,43.0,
5552,43.0,43.0,43.0,
5553,43.0,43.0,43.0,
5554,43.0,43.0,43.0,
5555,43.0,43.0,43.0,
5556,43.0,43.0,43.0,
5557,43.0,43.0,43.0,
5558,43.0,43.0,43.0,
5559,43.0,43.0,43.0,
5560,43.0,43.0,43.0,
5561,43.0,43.0,43.0,
5562,43.0,43.0,43.0,
5563,43.0,43.0,43.0,
5564,43.0,43.0,43.0,
5565,43.0,43.0,43.0,
5566,43.0,43.0,43.0,
5567,43.0,43.0,43.0,
5568,43.0,43.0,43.0,
5569,43.0,43.0,43.0,
5570,43.0,43.0,43.0,
5571,43.0,43.0,43.0,
5572,43.0,43.0,43.0,
5573,43.0,43.0,43.0,
5574,43.0,43.0,43.0,
5575,43.0,43.0,43.0,
5576,43.0,43.0,43.0,
5577,43.0,43.0,43.0,
5578,43.0,43.0,43.0,
5579,43.0,43.0,43.0,
5580,43.0,43.0,43.0,
5581,43.0,43.0,43.0,
5582,43.0,43.0,43.0,
5583,43.0,43.0,43.0,
5584,43.0,43.0,43.0,
5585,43.0,43.0,43.0,
5586,43.0,43.0,43.0,
5587,43.0,43.0,43.0,
5588,43.0,43.0,43.0,
5589,43.0,43.0,43.0,
5590,43.0,43.0,43.0,
5591,43.0,43.0,43.0,
5592,43.0,43.0,43.0,
5593,43.0,43.0,43.0,
5594,43.0,43.0,43.0,
5595,43.0,43.0,43.0,
5596,43.0,43.0,43.0,
5597,43.0,43.0,43.0,
5598,43.0,43.0,43.0,
5599,43.0,43.0,43.0,
5600,43.0,43.0,43.0,
5601,43.0,43.0,43.0,
5602,43.0,43.0,43.0,
5603,43.0,43.0,43.0,
5604,43.0,43.0,43.0,
5605,43.0,43.0,43.0,
5606,43.0,43.0,43.0,
5607,43.0,43.0,43.0,
5608,43.0,43.0,43.0,
5609,43.0,43.0,43.0,
5610,43.0,43.0,43.0,
5611,43.0,43.0,43.0,
5612,43.0,43.0,43.0,
5613,43.0,43.0,43.0,
5614,43.0,43.0,43.0,
5615,43.0,43.0,43.0,
5616,43.0,43.0,43.0,
5617,43.0,43.0,43.0,
5618,43.0,43.0,43.0,
5619,43.0,43.0,43.0,
5620,43.0,43.0,43.0,
5621,43.0,43.0,43.0,
5622,43.0,43.0,43.0,
5623,43.0,43.0,43.0,
5624,43.0,43.0,43.0,
5625,43.0,43.0,43.0,
5626,43.0,43.0,43.0,
5627,43.0,43.0,43.0,
5628,43.0,43.0,43.0,
5629,43.0,43.0,43.0,
5630,43.0,43.0,43.0,
5631,43.0,43.0,43.0,
5632,43.0,43.0,43.0,
5633,43.0,43.0,43.0,
5634,43.0,43.0,43.0,
5635,43.0,43.0,43.0,
5636,43.0,43.0,43.0,
5637,43.0,43.0,43.0,
5638,43.0,43.0,43.0,
5639,43.0,43.0,43.0,
5640,43.0,43.0,43.0,
5641,43.0,43.0,43.0,
5642,43.0,43.0,43.0,
5643,43.0,43.0,43.0,
5644,43.0,43.0,43.0,
5645,43.0,43.0,43.0,
5646,43.0,43.0,43.0,
5647,43.0,43.0,43.0,
5648,43.0,43.0,43.0,
5649,43.0,43.0,43.0,
5650,43.0,43.0,43.0,
5651,43.0,43.0,43.0,
5652,43.0,43.0,43.0,
5653,43.0,43.0,43.0,
5654,43.0,43.0,43.0,
5655,43.0,43.0,43.0,
5656,43.0,43.0,43.0,
5657,43.0,43.0,43.0,
5658,43.0,43.0,43.0,
5659,43.0,43.0,43.0,
5660,43.0,43.0,43.0,
5661,43.0,43.0,43.0,
5662,43.0,43.0,43.0,
5663,43.0,43.0,43.0,
5664,43.0,43.0,43.0,
5665,43.0,43.0,43.0,
5666,43.0,43.0,43.0,
5667,43.0,43.0,43.0,
5668,43.0,43.0,43.0,
5669,43.0,43.0,43.0,
5670,43.0,43.0,43.0,
5671,43.0,43.0,43.0,
5672,43.0,43.0,43.0,
5673,43.0,43.0,43.0,
5674,43.0,43.0,43.0,
5675,43.0,43.0,43.0,
5676,43.0,43.0,43.0,
5677,43.0,43.0,43.0,
5678,43.0,43.0,43.0,
5679,43.0,43.0,43.0,
5680,43.0,43.0,43.0,
5681,43.0,43.0,43.0,
5682,43.0,43.0,43.0,
5683,43.0,43.0,43.0,
5684,43.0,43.0,43.0,
5685,43.0,43.0,43.0,
5686,43.0,43.0,43.0,
5687,43.0,43.0,43.0,
5688,43.0,43.0,43.0,
5689,43.0,43.0,43.0,
5690,43.0,43.0,43.0,
5691,43.0,43.0,43.0,
5692,43.0,43.0,43.0,
5693,43.0,43.0,43.0,
5694,43.0,43.0,43.0,
5695,43.0,43.0,43.0,
5696,43.0,43.0,43.0,
5697,43.0,43.0,43.0,
5698,43.0,43.0,43.0,
5699,43.0,43.0,43.0,
5700,43.0,43.0,43.0,
5701,43.0,43.0,43.0,
5702,43.0,43.0,43.0,
5703,43.0,43.0,43.0,
5704,43.0,43.0,43.0,
5705,43.0,43.0,43.0,
5706,43.0,43.0,43.0,
5707,43.0,43.0,43.0,
5708,43.0,43.0,43.0,
5709,43.0,43.0,43.0,
5710,43.0,43.0,43.0,
5711,43.0,43.0,43.0,
5712,43.0,43.0,43.0,
5713,43.0,43.0,43.0,
5714,43.0,43.0,43.0,
5715,43.0,43.0,43.0,
5716,43.0,43.0,43.0,
5717,43.0,43.0,43.0,
5718,43.0,43.0,43.0,
5719,43.0,43.0,43.0,
5720,43.0,43.0,43.0,
5721,43.0,43.0,43.0,
5722,43.0,43.0,43.0,
5723,43.0,43.0,43.0,
5724,43.0,43.0,43.0,
5725,43.0,43.0,43.0,
5726,43.0,43.0,43.0,
5727,43.0,43.0,43.0,
5728,43.0,43.0,43.0,
5729,43.0,43.0,43.0,
5730,43.0,43.0,43.0,
5731,43.0,43.0,43.0,
5732,43.0,43.0,43.0,
5733,43.0,43.0,43.0,
5734,43.0,43.0,43.0,
5735,43.0,43.0,43.0,
5736,43.0,43.0,43.0,
5737,43.0,43.0,43.0,
5738,43.0,43.0,43.0,
5739,43.0,43.0,43.0,
5740,43.0,43.0,43.0,
5741,43.0,43.0,43.0,
5742,43.0,43.0,43.0,
5743,43.0,43.0,43.0,
5744,43.0,43.0,43.0,
5745,43.0,43.0,43.0,
5746,43.0,43.0,43.0,
5747,43.0,43.0,43.0,
5748,43.0,43.0,43.0,
5749,43.0,43.0,43.0,
5750,43.0,43.0,43.0,
5751,43.0,43.0,43.0,
5752,43.0,43.0,43.0,
5753,43.0,43.0,43.0,
5754,43.0,43.0,43.0,
5755,43.0,43.0,43.0,
5756,43.0,43.0,43.0,
5757,43.0,43.0,43.0,
5758,43.0,43.0,43.0,
5759,43.0,43.0,43.0,
5760,43.0,43.0,43.0,
5761,43.0,43.0,43.0,
5762,43.0,43.0,43.0,
5763,43.0,43.0,43.0,
5764,43.0,43.0,43.0,
5765,43.0,43.0,43.0,
5766,43.0,43.0,43.0,
5767,43.0,43.0,43.0,
5768,43.0,43.0,43.0,
5769,43.0,43.0,43.0,
5770,43.0,43.0,43.0,
5771,43.0,43.0,43.0,
5772,43.0,43.0,43.0,
5773,43.0,43.0,43.0,
5774,43.0,43.0,43.0,
5775,43.0,43.0,43.0,
5776,43.0,43.0,43.0,
5777,43.0,43.0,43.0,
5778,43.0,43.0,43.0,
5779,43.0,43.0,43.0,
5780,43.0,43.0,43.0,
5781,43.0,43.0,43.0,
5782,43.0,43.0,43.0,
5783,43.0,43.0,43.0,
5784,43.0,43.0,43.0,
5785,43.0,43.0,43.0,
5786,43.0,43.0,43.0,
5787,43.0,43.0,43.0,
5788,43.0,43.0,43.0,
5789,43.0,43.0,43.0,
5790,43.0,43.0,43.0,
5791,43.0,43.0,43.0,
5792,43.0,43.0,43.0,
5793,43.0,43.0,43.0,
5794,43.0,43.0,43.0,
5795,43.0,43.0,43.0,
5796,43.0,43.0,43.0,
5797,43.0,43.0,43.0,
5798,43.0,43.0,43.0,
5799,43.0,43.0,43.0,
5800,43.0,43.0,43.0,
5801,43.0,43.0,43.0,
5802,43.0,43.0,43.0,
5803,43.0,43.0,43.0,
5804,43.0,43.0,43.0,
5805,43.0,43.0,43.0,
5806,43.0,43.0,43.0,
5807,43.0,43.0,43.0,
5808,43.0,43.0,43.0,
5809,43.0,43.0,43.0,
5810,43.0,43.0,43.0,
5811,43.0,43.0,43.0,
5812,43.0,43.0,43.0,
5813,43.0,43.0,43.0,
5814,43.0,43.0,43.0,
5815,43.0,43.0,43.0,
5816,43.0,43.0,43.0,
5817,43.0,43.0,43.0,
5818,43.0,43.0,43.0,
5819,43.0,43.0,43.0,
5820,43.0,43.0,43.0,
5821,43.0,43.0,43.0,
5822,43.0,43.0,43.0,
5823,43.0,43.0,43.0,
5824,43.0,43.0,43.0,
5825,43.0,43.0,43.0,
5826,43.0,43.0,43.0,
5827,43.0,43.0,43.0,
5828,43.0,43.0,43.0,
5829,43.0,43.0,43.0,
5830,43.0,43.0,43.0,
5831,43.0,43.0,43.0,
5832,43.0,43.0,43.0,
5833,43.0,43.0,43.0,
5834,43.0,43.0,43.0,
5835,43.0,43.0,43.0,
5836,43.0,43.0,43.0,
5837,43.0,43.0,43.0,
5838,43.0,43.0,43.0,
5839,43.0,43.0,43.0,
5840,43.0,43.0,43.0,
5841,43.0,43.0,43.0,
5842,43.0,43.0,43.0,
5843,43.0,43.0,43.0,
5844,43.0,43.0,43.0,
5845,43.0,43.0,43.0,
5846,43.0,43.0,43.0,
5847,43.0,43.0,43.0,
5848,43.0,43.0,43.0,
5849,43.0,43.0,43.0,
5850,43.0,43.0,43.0,
5851,43.0,43.0,43.0,
5852,43.0,43.0,43.0,
5853,43.0,43.0,43.0,
5854,43.0,43.0,43.0,
5855,43.0,43.0,43.0,
5856,43.0,43.0,43.0,
5857,43.0,43.0,43.0,
5858,43.0,43.0,43.0,
5859,43.0,43.0,43.0,
5860,43.0,43.0,43.0,
5861,43.0,43.0,43.0,
5862,43.0,43.0,43.0,
5863,43.0,43.0,43.0,
5864,43.0,43.0,43.0,
5865,43.0,43.0,43.0,
5866,43.0,43.0,43.0,
5867,43.0,43.0,43.0,
5868,43.0,43.0,43.0,
5869,43.0,43.0,43.0,
5870,43.0,43.0,43.0,
5871,43.0,43.0,43.0,
5872,43.0,43.0,43.0,
5873,43.0,43.0,43.0,
5874,43.0,43.0,43.0,
5875,43.0,43.0,43.0,
5876,43.0,43.0,43.0,
5877,43.0,43.0,43.0,
5878,43.0,43.0,43.0,
5879,43.0,43.0,43.0,
5880,43.0,43.0,43.0,
5881,43.0,43.0,43.0,
5882,43.0,43.0,43.0,
5883,43.0,43.0,43.0,
5884,43.0,43.0,43.0,
5885,43.0,43.0,43.0,
5886,43.0,43.0,43.0,
5887,43.0,43.0,43.0,
5888,43.0,43.0,43.0,
5889,43.0,43.0,43.0,
5890,43.0,43.0,43.0,
5891,43.0,43.0,43.0,
5892,43.0,43.0,43.0,
5893,43.0,43.0,43.0,
5894,43.0,43.0,43.0,
5895,43.0,43.0,43.0,
5896,43.0,43.0,43.0,
5897,43.0,43.0,43.0,
5898,43.0,43.0,43.0,
5899,43.0,43.0,43.0,
5900,43.0,43.0,43.0,
5901,43.0,43.0,43.0,
5902,43.0,43.0,43.0,
5903,43.0,43.0,43.0,
5904,43.0,43.0,43.0,
5905,43.0,43.0,43.0,
5906,43.0,43.0,43.0,
5907,43.0,43.0,43.0,
5908,43.0,43.0,43.0,
5909,43.0,43.0,43.0,
5910,43.0,43.0,43.0,
5911,43.0,43.0,43.0,
5912,43.0,43.0,43.0,
5913,43.0,43.0,43.0,
5914,43.0,43.0,43.0,
5915,43.0,43.0,43.0,
5916,43.0,43.0,43.0,
5917,43.0,43.0,43.0,
5918,43.0,43.0,43.0,
5919,43.0,43.0,43.0,
5920,43.0,43.0,43.0,
5921,43.0,43.0,43.0,
5922,43.0,43.0,43.0,
5923,43.0,43.0,43.0,
5924,43.0,43.0,43.0,
5925,43.0,43.0,43.0,
5926,43.0,43.0,43.0,
5927,43.0,43.0,43.0,
5928,43.0,43.0,43.0,
5929,43.0,43.0,43.0,
5930,43.0,43.0,43.0,
5931,43.0,43.0,43.0,
5932,43.0,43.0,43.0,
5933,43.0,43.0,43.0,
5934,43.0,43.0,43.0,
5935,43.0,43.0,43.0,
5936,43.0,43.0,43.0,
5937,43.0,43.0,43.0,
5938,43.0,43.0,43.0,
5939,43.0,43.0,43.0,
5940,43.0,43.0,43.0,
5941,43.0,43.0,43.0,
5942,43.0,43.0,43.0,
5943,43.0,43.0,43.0,
5944,43.0,43.0,43.0,
5945,43.0,43.0,43.0,
5946,43.0,43.0,43.0,
5947,43.0,43.0,43.0,
5948,43.0,43.0,43.0,
5949,43.0,43.0,43.0,
5950,43.0,43.0,43.0,
5951,43.0,43.0,43.0,
5952,43.0,43.0,43.0,
5953,43.0,43.0,43.0,
5954,43.0,43.0,43.0,
5955,43.0,43.0,43.0,
5956,43.0,43.0,43.0,
5957,43.0,43.0,43.0,
5958,43.0,43.0,43.0,
5959,43.0,43.0,43.0,
5960,43.0,43.0,43.0,
5961,43.0,43.0,43.0,
5962,43.0,43.0,43.0,
5963,43.0,43.0,43.0,
5964,43.0,43.0,43.0,
5965,43.0,43.0,43.0,
5966,43.0,43.0,43.0,
5967,43.0,43.0,43.0,
5968,43.0,43.0,43.0,
5969,43.0,43.0,43.0,
5970,43.0,43.0,43.0,
5971,43.0,43.0,43.0,
5972,43.0,43.0,43.0,
5973,43.0,43.0,43.0,
5974,43.0,43.0,43.0,
5975,43.0,43.0,43.0,
5976,43.0,43.0,43.0,
5977,43.0,43.0,43.0,
5978,43.0,43.0,43.0,
5979,43.0,43.0,43.0,
5980,43.0,43.0,43.0,
5981,43.0,43.0,43.0,
5982,43.0,43.0,43.0,
5983,43.0,43.0,43.0,
5984,43.0,43.0,43.0,
5985,43.0,43.0,43.0,
5986,43.0,43.0,43.0,
5987,43.0,43.0,43.0,
5988,43.0,43.0,43.0,
5989,43.0,43.0,43.0,
5990,43.0,43.0,43.0,
5991,43.0,43.0,43.0,
5992,43.0,43.0,43.0,
5993,43.0,43.0,43.0,
5994,43.0,43.0,43.0,
5995,43.0,43.0,43.0,
5996,43.0,43.0,43.0,
5997,43.0,43.0,43.0,
5998,43.0,43.0,43.0,
5999,43.0,43.0,43.0,
6000,43.0,43.0,43.0,
haichi , Machine , Job , Task, Start Time , End Time

0 , 3 , 1 , 3 , 0 , 1 , 
1 , 1 , 1 , 2 , 0 , 0 , 
2 , 3 , 0 , 4 , 2 , 3 , 
3 , 0 , 2 , 4 , 0 , 0 , 
4 , 2 , 1 , 1 , 0 , 1 , 
5 , 2 , 3 , 0 , 2 , 2 , 
6 , 4 , 4 , 1 , 0 , 1 , 
7 , 4 , 1 , 0 , 2 , 4 , 
8 , 2 , 1 , 4 , 5 , 6 , 
9 , 3 , 2 , 2 , 4 , 5 , 
10 , 4 , 0 , 0 , 5 , 6 , 
11 , 3 , 4 , 2 , 6 , 7 , 
12 , 4 , 0 , 5 , 7 , 8 , 
13 , 4 , 1 , 5 , 9 , 9 , 
14 , 2 , 0 , 1 , 7 , 8 , 
15 , 2 , 2 , 3 , 9 , 10 , 
16 , 3 , 3 , 1 , 8 , 9 , 
17 , 2 , 4 , 3 , 11 , 12 , 
18 , 4 , 1 , 6 , 10 , 11 , 
19 , 3 , 1 , 7 , 10 , 11 , 
20 , 0 , 0 , 2 , 1 , 1 , 
21 , 3 , 3 , 5 , 12 , 13 , 
22 , 2 , 4 , 4 , 13 , 13 , 
23 , 2 , 4 , 5 , 14 , 14 , 
24 , 1 , 1 , 8 , 10 , 10 , 
25 , 4 , 4 , 0 , 12 , 13 , 
26 , 3 , 2 , 0 , 14 , 15 , 
27 , 4 , 3 , 2 , 14 , 16 , 
28 , 0 , 2 , 1 , 2 , 2 , 
29 , 0 , 1 , 10 , 12 , 12 , 
30 , 2 , 1 , 11 , 15 , 15 , 
31 , 3 , 4 , 10 , 16 , 17 , 
32 , 4 , 0 , 3 , 17 , 18 , 
33 , 2 , 3 , 3 , 16 , 16 , 
34 , 4 , 2 , 5 , 19 , 21 , 
35 , 3 , 4 , 7 , 18 , 19 , 
36 , 4 , 3 , 4 , 22 , 23 , 
37 , 4 , 2 , 6 , 24 , 25 , 
38 , 3 , 2 , 9 , 26 , 27 , 
39 , 2 , 2 , 7 , 26 , 27 , 
40 , 1 , 0 , 7 , 19 , 19 , 
41 , 4 , 4 , 6 , 26 , 28 , 
42 , 3 , 4 , 9 , 28 , 28 , 
43 , 2 , 4 , 8 , 28 , 29 , 
44 , 4 , 2 , 10 , 29 , 31 , 
45 , 3 , 4 , 11 , 29 , 30 , 
46 , 3 , 0 , 11 , 31 , 32 , 
47 , 2 , 0 , 8 , 30 , 30 , 
48 , 3 , 0 , 9 , 33 , 33 , 
49 , 2 , 0 , 6 , 31 , 31 , 
50 , 4 , 0 , 10 , 32 , 34 , 
51 , 4 , 2 , 8 , 35 , 35 , 
52 , 4 , 3 , 8 , 36 , 37 , 
53 , 1 , 2 , 11 , 26 , 26 , 
54 , 3 , 3 , 7 , 34 , 35 , 
55 , 4 , 3 , 6 , 38 , 40 , 
56 , 3 , 1 , 9 , 36 , 36 , 
57 , 4 , 3 , 10 , 41 , 43 , 
58 , 3 , 3 , 11 , 41 , 41 , 
59 , 1 , 3 , 9 , 41 , 41 , 
